country,flag,dbpedia1,wiki1
Αικατερίνη Μικαέλα της Ισπανίας,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Catalinamicaelaspain65.jpg/200px-Catalinamicaelaspain65.jpg,http://el.dbpedia.org/resource/Αικατερίνη_Μικαέλα_της_Ισπανίας,http://el.wikipedia.org/wiki/%CE%91%CE%B9%CE%BA%CE%B1%CF%84%CE%B5%CF%81%CE%AF%CE%BD%CE%B7_%CE%9C%CE%B9%CE%BA%CE%B1%CE%AD%CE%BB%CE%B1_%CF%84%CE%B7%CF%82_%CE%99%CF%83%CF%80%CE%B1%CE%BD%CE%AF%CE%B1%CF%82
Καρολίνα Φερδινάνδη Λουίζα των δύο Σικελιών,"http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Maria_Carolina_di_due_Sicilies,_duchess_de_Berry.jpg/200px-Maria_Carolina_di_due_Sicilies,_duchess_de_Berry.jpg",http://el.dbpedia.org/resource/Καρολίνα_Φερδινάνδη_Λουίζα_των_δύο_Σικελιών,http://el.wikipedia.org/wiki/%CE%9A%CE%B1%CF%81%CE%BF%CE%BB%CE%AF%CE%BD%CE%B1_%CE%A6%CE%B5%CF%81%CE%B4%CE%B9%CE%BD%CE%AC%CE%BD%CE%B4%CE%B7_%CE%9B%CE%BF%CF%85%CE%AF%CE%B6%CE%B1_%CF%84%CF%89%CE%BD_%CE%B4%CF%8D%CE%BF_%CE%A3%CE%B9%CE%BA%CE%B5%CE%BB%CE%B9%CF%8E%CE%BD
Κάρολος Λουδοβίκος των Βουρβόνων της Πάρμας,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Charles_II,_Duke_of_Parma.jpg/200px-Charles_II,_Duke_of_Parma.jpg",http://el.dbpedia.org/resource/Κάρολος_Λουδοβίκος_των_Βουρβόνων_της_Πάρμας,http://el.wikipedia.org/wiki/%CE%9A%CE%AC%CF%81%CE%BF%CE%BB%CE%BF%CF%82_%CE%9B%CE%BF%CF%85%CE%B4%CE%BF%CE%B2%CE%AF%CE%BA%CE%BF%CF%82_%CF%84%CF%89%CE%BD_%CE%92%CE%BF%CF%85%CF%81%CE%B2%CF%8C%CE%BD%CF%89%CE%BD_%CF%84%CE%B7%CF%82_%CE%A0%CE%AC%CF%81%CE%BC%CE%B1%CF%82
Λουδοβίκος Φίλιππος της Γαλλίας,http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Louis-Philippe_de_Bourbon.jpg/200px-Louis-Philippe_de_Bourbon.jpg,http://el.dbpedia.org/resource/Λουδοβίκος_Φίλιππος_της_Γαλλίας,http://el.wikipedia.org/wiki/%CE%9B%CE%BF%CF%85%CE%B4%CE%BF%CE%B2%CE%AF%CE%BA%CE%BF%CF%82_%CE%A6%CE%AF%CE%BB%CE%B9%CF%80%CF%80%CE%BF%CF%82_%CF%84%CE%B7%CF%82_%CE%93%CE%B1%CE%BB%CE%BB%CE%AF%CE%B1%CF%82
Πύλη:Γερμανία/Επιλεγμένη Προσωπικότητα,"http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Bundesarchiv_Bild_183-S33882,_Adolf_Hitler_retouched.jpg/200px-Bundesarchiv_Bild_183-S33882,_Adolf_Hitler_retouched.jpg",http://el.dbpedia.org/resource/Πύλη:Γερμανία/Επιλεγμένη_Προσωπικότητα,http://el.wikipedia.org/wiki/%CE%A0%CF%8D%CE%BB%CE%B7:%CE%93%CE%B5%CF%81%CE%BC%CE%B1%CE%BD%CE%AF%CE%B1/%CE%95%CF%80%CE%B9%CE%BB%CE%B5%CE%B3%CE%BC%CE%AD%CE%BD%CE%B7_%CE%A0%CF%81%CE%BF%CF%83%CF%89%CF%80%CE%B9%CE%BA%CF%8C%CF%84%CE%B7%CF%84%CE%B1
Φραγκίσκος Α' των δύο Σικελιών,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Francis1januarius.jpg/200px-Francis1januarius.jpg,http://el.dbpedia.org/resource/Φραγκίσκος_Α'_των_δύο_Σικελιών,http://el.wikipedia.org/wiki/%CE%A6%CF%81%CE%B1%CE%B3%CE%BA%CE%AF%CF%83%CE%BA%CE%BF%CF%82_%CE%91%27_%CF%84%CF%89%CE%BD_%CE%B4%CF%8D%CE%BF_%CE%A3%CE%B9%CE%BA%CE%B5%CE%BB%CE%B9%CF%8E%CE%BD
’γιοι Κύριλλος και Μεθόδιος,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Cyril_Methodius25K.jpg/200px-Cyril_Methodius25K.jpg,http://el.dbpedia.org/resource/’γιοι_Κύριλλος_και_Μεθόδιος,http://el.wikipedia.org/wiki/%CE%86%CE%B3%CE%B9%CE%BF%CE%B9_%CE%9A%CF%8D%CF%81%CE%B9%CE%BB%CE%BB%CE%BF%CF%82_%CE%BA%CE%B1%CE%B9_%CE%9C%CE%B5%CE%B8%CF%8C%CE%B4%CE%B9%CE%BF%CF%82
Ανδρέας Λαμπρόπουλος (ποδοσφαιριστής),http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/200px-Flag_of_Greece.svg.png,http://el.dbpedia.org/resource/Ανδρέας_Λαμπρόπουλος_(ποδοσφαιριστής),http://el.wikipedia.org/wiki/%CE%91%CE%BD%CE%B4%CF%81%CE%AD%CE%B1%CF%82_%CE%9B%CE%B1%CE%BC%CF%80%CF%81%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82_%28%CF%80%CE%BF%CE%B4%CE%BF%CF%83%CF%86%CE%B1%CE%B9%CF%81%CE%B9%CF%83%CF%84%CE%AE%CF%82%29
Αριστείδης Μωραϊτίνης (αεροπόρος),http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Ensign_Aristeidis_Moraitidis.jpg/200px-Ensign_Aristeidis_Moraitidis.jpg,http://el.dbpedia.org/resource/Αριστείδης_Μωραϊτίνης_(αεροπόρος),http://el.wikipedia.org/wiki/%CE%91%CF%81%CE%B9%CF%83%CF%84%CE%B5%CE%AF%CE%B4%CE%B7%CF%82_%CE%9C%CF%89%CF%81%CE%B1%CF%8A%CF%84%CE%AF%CE%BD%CE%B7%CF%82_%28%CE%B1%CE%B5%CF%81%CE%BF%CF%80%CF%8C%CF%81%CE%BF%CF%82%29
Λουδοβίκος Φραγκίσκος Α' του Κοντί,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Louis_15.jpg/200px-Louis_15.jpg,http://el.dbpedia.org/resource/Λουδοβίκος_Φραγκίσκος_Α'_του_Κοντί,http://el.wikipedia.org/wiki/%CE%9B%CE%BF%CF%85%CE%B4%CE%BF%CE%B2%CE%AF%CE%BA%CE%BF%CF%82_%CE%A6%CF%81%CE%B1%CE%B3%CE%BA%CE%AF%CF%83%CE%BA%CE%BF%CF%82_%CE%91%27_%CF%84%CE%BF%CF%85_%CE%9A%CE%BF%CE%BD%CF%84%CE%AF
Γκιγιώμ Κορνέλις βαν Μπέβερλοο,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Corneille-A_Cat.JPG/200px-Corneille-A_Cat.JPG,http://el.dbpedia.org/resource/Γκιγιώμ_Κορνέλις_βαν_Μπέβερλοο,http://el.wikipedia.org/wiki/%CE%93%CE%BA%CE%B9%CE%B3%CE%B9%CF%8E%CE%BC_%CE%9A%CE%BF%CF%81%CE%BD%CE%AD%CE%BB%CE%B9%CF%82_%CE%B2%CE%B1%CE%BD_%CE%9C%CF%80%CE%AD%CE%B2%CE%B5%CF%81%CE%BB%CE%BF%CE%BF
Κωνσταντίνος Μαυροκορδάτος,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Constantine_Maurocordato.JPG/200px-Constantine_Maurocordato.JPG,http://el.dbpedia.org/resource/Κωνσταντίνος_Μαυροκορδάτος,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%9C%CE%B1%CF%85%CF%81%CE%BF%CE%BA%CE%BF%CF%81%CE%B4%CE%AC%CF%84%CE%BF%CF%82
Οι Ιστορίες του Μπιντλ του Βάρδου,http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Tbb-cover-small.jpg/200px-Tbb-cover-small.jpg,http://el.dbpedia.org/resource/Οι_Ιστορίες_του_Μπιντλ_του_Βάρδου,http://el.wikipedia.org/wiki/%CE%9F%CE%B9_%CE%99%CF%83%CF%84%CE%BF%CF%81%CE%AF%CE%B5%CF%82_%CF%84%CE%BF%CF%85_%CE%9C%CF%80%CE%B9%CE%BD%CF%84%CE%BB_%CF%84%CE%BF%CF%85_%CE%92%CE%AC%CF%81%CE%B4%CE%BF%CF%85
Μαρία Ισαβέλλα της Ισπανίας,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Maria_Isabella_of_Spain,_Queen_of_the_Two_Sicilies.jpg/200px-Maria_Isabella_of_Spain,_Queen_of_the_Two_Sicilies.jpg",http://el.dbpedia.org/resource/Μαρία_Ισαβέλλα_της_Ισπανίας,http://el.wikipedia.org/wiki/%CE%9C%CE%B1%CF%81%CE%AF%CE%B1_%CE%99%CF%83%CE%B1%CE%B2%CE%AD%CE%BB%CE%BB%CE%B1_%CF%84%CE%B7%CF%82_%CE%99%CF%83%CF%80%CE%B1%CE%BD%CE%AF%CE%B1%CF%82
Κάρολος ΙΔ΄ Ιωάννης της Σουηδίας,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Jean_Baptiste_Bernadotte.jpg/200px-Jean_Baptiste_Bernadotte.jpg,http://el.dbpedia.org/resource/Κάρολος_ΙΔ΄_Ιωάννης_της_Σουηδίας,http://el.wikipedia.org/wiki/%CE%9A%CE%AC%CF%81%CE%BF%CE%BB%CE%BF%CF%82_%CE%99%CE%94%CE%84_%CE%99%CF%89%CE%AC%CE%BD%CE%BD%CE%B7%CF%82_%CF%84%CE%B7%CF%82_%CE%A3%CE%BF%CF%85%CE%B7%CE%B4%CE%AF%CE%B1%CF%82
Γεώργιος ΣΤ΄ του Ηνωμένου Βασιλείου,"http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/King_George_VI_of_England,_formal_photo_portrait,_circa_1940-1946.jpg/200px-King_George_VI_of_England,_formal_photo_portrait,_circa_1940-1946.jpg",http://el.dbpedia.org/resource/Γεώργιος_ΣΤ΄_του_Ηνωμένου_Βασιλείου,http://el.wikipedia.org/wiki/%CE%93%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82_%CE%A3%CE%A4%CE%84_%CF%84%CE%BF%CF%85_%CE%97%CE%BD%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85_%CE%92%CE%B1%CF%83%CE%B9%CE%BB%CE%B5%CE%AF%CE%BF%CF%85
Γεώργιος Αθανασιάδης - Νόβας,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Eleutheria160765.JPG/200px-Eleutheria160765.JPG,http://el.dbpedia.org/resource/Γεώργιος_Αθανασιάδης_-_Νόβας,http://el.wikipedia.org/wiki/%CE%93%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82_%CE%91%CE%B8%CE%B1%CE%BD%CE%B1%CF%83%CE%B9%CE%AC%CE%B4%CE%B7%CF%82_-_%CE%9D%CF%8C%CE%B2%CE%B1%CF%82
Κάρολος Φερδινάνδος του Μπερί,http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Charles-Ferdinand-Berry.JPG/200px-Charles-Ferdinand-Berry.JPG,http://el.dbpedia.org/resource/Κάρολος_Φερδινάνδος_του_Μπερί,http://el.wikipedia.org/wiki/%CE%9A%CE%AC%CF%81%CE%BF%CE%BB%CE%BF%CF%82_%CE%A6%CE%B5%CF%81%CE%B4%CE%B9%CE%BD%CE%AC%CE%BD%CE%B4%CE%BF%CF%82_%CF%84%CE%BF%CF%85_%CE%9C%CF%80%CE%B5%CF%81%CE%AF
Εδουάρδος Η΄ του Ηνωμένου Βασιλείου,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/A030596.jpg/200px-A030596.jpg,http://el.dbpedia.org/resource/Εδουάρδος_Η΄_του_Ηνωμένου_Βασιλείου,http://el.wikipedia.org/wiki/%CE%95%CE%B4%CE%BF%CF%85%CE%AC%CF%81%CE%B4%CE%BF%CF%82_%CE%97%CE%84_%CF%84%CE%BF%CF%85_%CE%97%CE%BD%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85_%CE%92%CE%B1%CF%83%CE%B9%CE%BB%CE%B5%CE%AF%CE%BF%CF%85
Κωνσταντίνος Κουμουνδούρος,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Konstantinos_Koumoundouros.JPG/200px-Konstantinos_Koumoundouros.JPG,http://el.dbpedia.org/resource/Κωνσταντίνος_Κουμουνδούρος,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%9A%CE%BF%CF%85%CE%BC%CE%BF%CF%85%CE%BD%CE%B4%CE%BF%CF%8D%CF%81%CE%BF%CF%82
’λμπερτ Γκραφ φον ντερ Γκολτς,"http://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Bundesarchiv_Bild_101I-708-0298-19,_Ukraine,_Offizier_der_Gebirgsj%C3%A4ger.jpg/200px-Bundesarchiv_Bild_101I-708-0298-19,_Ukraine,_Offizier_der_Gebirgsj%C3%A4ger.jpg",http://el.dbpedia.org/resource/’λμπερτ_Γκραφ_φον_ντερ_Γκολτς,http://el.wikipedia.org/wiki/%CE%86%CE%BB%CE%BC%CF%80%CE%B5%CF%81%CF%84_%CE%93%CE%BA%CF%81%CE%B1%CF%86_%CF%86%CE%BF%CE%BD_%CE%BD%CF%84%CE%B5%CF%81_%CE%93%CE%BA%CE%BF%CE%BB%CF%84%CF%82
Νικόλαος Μαυροκορδάτος (1670-1730),http://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Nicholas_Mavrocordatos_at_Stavropoleos_Church.jpg/200px-Nicholas_Mavrocordatos_at_Stavropoleos_Church.jpg,http://el.dbpedia.org/resource/Νικόλαος_Μαυροκορδάτος_(1670-1730),http://el.wikipedia.org/wiki/%CE%9D%CE%B9%CE%BA%CF%8C%CE%BB%CE%B1%CE%BF%CF%82_%CE%9C%CE%B1%CF%85%CF%81%CE%BF%CE%BA%CE%BF%CF%81%CE%B4%CE%AC%CF%84%CE%BF%CF%82_%281670-1730%29
Γκότφριντ Βίλχελμ Λάιμπνιτς,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Gottfried_Wilhelm_von_Leibniz.jpg/200px-Gottfried_Wilhelm_von_Leibniz.jpg,http://el.dbpedia.org/resource/Γκότφριντ_Βίλχελμ_Λάιμπνιτς,http://el.wikipedia.org/wiki/%CE%93%CE%BA%CF%8C%CF%84%CF%86%CF%81%CE%B9%CE%BD%CF%84_%CE%92%CE%AF%CE%BB%CF%87%CE%B5%CE%BB%CE%BC_%CE%9B%CE%AC%CE%B9%CE%BC%CF%80%CE%BD%CE%B9%CF%84%CF%82
15 50,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Thessaloniki2007-2-.JPG/200px-Thessaloniki2007-2-.JPG,http://el.dbpedia.org/resource/15_50,http://el.wikipedia.org/wiki/15_50
50 Cent,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/50_cent_in_concert.jpg/200px-50_cent_in_concert.jpg,http://el.dbpedia.org/resource/50_Cent,http://el.wikipedia.org/wiki/50_Cent
AKB48,http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/AKB48namidasurprise2009712.jpg/200px-AKB48namidasurprise2009712.jpg,http://el.dbpedia.org/resource/AKB48,http://el.wikipedia.org/wiki/AKB48
Aaliyah,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Ultimate_Aaliyah.jpg/200px-Ultimate_Aaliyah.jpg,http://el.dbpedia.org/resource/Aaliyah,http://el.wikipedia.org/wiki/Aaliyah
Amadou & Mariam,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Amadou_&_Mariam.jpg/200px-Amadou_&_Mariam.jpg,http://el.dbpedia.org/resource/Amadou_&_Mariam,http://el.wikipedia.org/wiki/Amadou_&_Mariam
Astyplaz,http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Astyplazgun1.jpg/200px-Astyplazgun1.jpg,http://el.dbpedia.org/resource/Astyplaz,http://el.wikipedia.org/wiki/Astyplaz
Busta Rhymes,http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Busta_Rhymes_2005.jpg/200px-Busta_Rhymes_2005.jpg,http://el.dbpedia.org/resource/Busta_Rhymes,http://el.wikipedia.org/wiki/Busta_Rhymes
DJ BoBo,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/DJ_Bobo_Koln_2005.jpg/200px-DJ_Bobo_Koln_2005.jpg,http://el.dbpedia.org/resource/DJ_BoBo,http://el.wikipedia.org/wiki/DJ_BoBo
DMX,http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Academy_Awards_afterparty_CUN_DMX.jpg/200px-Academy_Awards_afterparty_CUN_DMX.jpg,http://el.dbpedia.org/resource/DMX,http://el.wikipedia.org/wiki/DMX
Disturbed,http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Disturbed-members.jpg/200px-Disturbed-members.jpg,http://el.dbpedia.org/resource/Disturbed,http://el.wikipedia.org/wiki/Disturbed
Doda,http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Doda_w_Czelad%C5%BAi.jpg/200px-Doda_w_Czelad%C5%BAi.jpg,http://el.dbpedia.org/resource/Doda,http://el.wikipedia.org/wiki/Doda
Dr. Dre,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Dre_Dre.jpg/200px-Dre_Dre.jpg,http://el.dbpedia.org/resource/Dr._Dre,http://el.wikipedia.org/wiki/Dr._Dre
Dragonforce,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/DragonForce_%40_Finnish_Metal_Expo_6.jpg/200px-DragonForce_%40_Finnish_Metal_Expo_6.jpg,http://el.dbpedia.org/resource/Dragonforce,http://el.wikipedia.org/wiki/Dragonforce
Echo Tattoo,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Echo_Tatoo_I.jpg/200px-Echo_Tatoo_I.jpg,http://el.dbpedia.org/resource/Echo_Tattoo,http://el.wikipedia.org/wiki/Echo_Tattoo
Eminem,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Eminem_performing_live_at_dj_hero_party.jpg/200px-Eminem_performing_live_at_dj_hero_party.jpg,http://el.dbpedia.org/resource/Eminem,http://el.wikipedia.org/wiki/Eminem
Evanescence,"http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Evanescence_Oct_24,_2006.jpg/200px-Evanescence_Oct_24,_2006.jpg",http://el.dbpedia.org/resource/Evanescence,http://el.wikipedia.org/wiki/Evanescence
Florence and the Machine,http://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Florence45.jpg/200px-Florence45.jpg,http://el.dbpedia.org/resource/Florence_and_the_Machine,http://el.wikipedia.org/wiki/Florence_and_the_Machine
Gala,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Flag_of_Italy.svg/200px-Flag_of_Italy.svg.png,http://el.dbpedia.org/resource/Gala,http://el.wikipedia.org/wiki/Gala
Game (ράπερ),http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/The_Game_by_Mikko_Koponen.jpg/200px-The_Game_by_Mikko_Koponen.jpg,http://el.dbpedia.org/resource/Game_(ράπερ),http://el.wikipedia.org/wiki/Game_%28%CF%81%CE%AC%CF%80%CE%B5%CF%81%29
Gentleman (μουσικός),http://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Gentleman-musician.jpg/200px-Gentleman-musician.jpg,http://el.dbpedia.org/resource/Gentleman_(μουσικός),http://el.wikipedia.org/wiki/Gentleman_%28%CE%BC%CE%BF%CF%85%CF%83%CE%B9%CE%BA%CF%8C%CF%82%29
Girugamesh,http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Girugamesh_2007.jpg/200px-Girugamesh_2007.jpg,http://el.dbpedia.org/resource/Girugamesh,http://el.wikipedia.org/wiki/Girugamesh
Jay-Z,http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Jay-z.jpg/200px-Jay-z.jpg,http://el.dbpedia.org/resource/Jay-Z,http://el.wikipedia.org/wiki/Jay-Z
Lady Gaga,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/%E2%80%8E_Gaga_at_monster_booth2.jpg/200px-%E2%80%8E_Gaga_at_monster_booth2.jpg,http://el.dbpedia.org/resource/Lady_Gaga,http://el.wikipedia.org/wiki/Lady_Gaga
Linkin Park,http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/LP_2007_Logo.png/200px-LP_2007_Logo.png,http://el.dbpedia.org/resource/Linkin_Park,http://el.wikipedia.org/wiki/Linkin_Park
MGMT,http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/MGMT_a.jpg/200px-MGMT_a.jpg,http://el.dbpedia.org/resource/MGMT,http://el.wikipedia.org/wiki/MGMT
Miyavi,"http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Miyavi_in_Sao_Paulo,_Brazil.jpg/200px-Miyavi_in_Sao_Paulo,_Brazil.jpg",http://el.dbpedia.org/resource/Miyavi,http://el.wikipedia.org/wiki/Miyavi
Nek,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nek_in_concerto_a_Assago.jpg/200px-Nek_in_concerto_a_Assago.jpg,http://el.dbpedia.org/resource/Nek,http://el.wikipedia.org/wiki/Nek
Nickelback,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Ryan_Peake_Nickelback.jpg/200px-Ryan_Peake_Nickelback.jpg,http://el.dbpedia.org/resource/Nickelback,http://el.wikipedia.org/wiki/Nickelback
Noema,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/23989_1371676486196_1060276834_1118568_237650_n.jpg/200px-23989_1371676486196_1060276834_1118568_237650_n.jpg,http://el.dbpedia.org/resource/Noema,http://el.wikipedia.org/wiki/Noema
Onirama,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Onirama_Pieria_concert.JPG/200px-Onirama_Pieria_concert.JPG,http://el.dbpedia.org/resource/Onirama,http://el.wikipedia.org/wiki/Onirama
Pantera,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Pantera_1987-2003_lineup.jpg/200px-Pantera_1987-2003_lineup.jpg,http://el.dbpedia.org/resource/Pantera,http://el.wikipedia.org/wiki/Pantera
RBD,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Rebelde2.jpg/200px-Rebelde2.jpg,http://el.dbpedia.org/resource/RBD,http://el.wikipedia.org/wiki/RBD
Soloup,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Strathgikos_ependyths.gif/200px-Strathgikos_ependyths.gif,http://el.dbpedia.org/resource/Soloup,http://el.wikipedia.org/wiki/Soloup
Spice Girls,http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Spice_Girls_%286_janv%29_56.jpg/200px-Spice_Girls_%286_janv%29_56.jpg,http://el.dbpedia.org/resource/Spice_Girls,http://el.wikipedia.org/wiki/Spice_Girls
Tangerine Dream,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Tangerine-dream-ebw-2.jpg/200px-Tangerine-dream-ebw-2.jpg,http://el.dbpedia.org/resource/Tangerine_Dream,http://el.wikipedia.org/wiki/Tangerine_Dream
Tatu,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Tatu_at_VivaComet_2008_%28cropped%29.jpg/200px-Tatu_at_VivaComet_2008_%28cropped%29.jpg,http://el.dbpedia.org/resource/Tatu,http://el.wikipedia.org/wiki/Tatu
The Red Jumpsuit Apparatus,"http://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/US_Navy_100530-N-7456N-330_The_Red_Jumpsuit_Apparatus_performs_a_Memorial_Day_weekend_concert_for_U.S._military_service_members_at_U.S._Naval_Station_Guantanamo_Bay,_Cuba.jpg/200px-US_Navy_100530-N-7456N-330_The_Red_Jumpsuit_Apparatus_performs_a_Memorial_Day_weekend_concert_for_U.S._military_service_members_at_U.S._Naval_Station_Guantanamo_Bay,_Cuba.jpg",http://el.dbpedia.org/resource/The_Red_Jumpsuit_Apparatus,http://el.wikipedia.org/wiki/The_Red_Jumpsuit_Apparatus
The Skelters,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/The_Skelters_-_Live.jpg/200px-The_Skelters_-_Live.jpg,http://el.dbpedia.org/resource/The_Skelters,http://el.wikipedia.org/wiki/The_Skelters
The Velvet Underground,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/VU_66promophoto.jpg/200px-VU_66promophoto.jpg,http://el.dbpedia.org/resource/The_Velvet_Underground,http://el.wikipedia.org/wiki/The_Velvet_Underground
Thousand Foot Krutch,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/ThousandFootKrutch-Band.jpg/200px-ThousandFootKrutch-Band.jpg,http://el.dbpedia.org/resource/Thousand_Foot_Krutch,http://el.wikipedia.org/wiki/Thousand_Foot_Krutch
TobyMac,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Toby_Mac.jpg/200px-Toby_Mac.jpg,http://el.dbpedia.org/resource/TobyMac,http://el.wikipedia.org/wiki/TobyMac
Tokio Hotel,http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Bill_Kaulitz.JPG/200px-Bill_Kaulitz.JPG,http://el.dbpedia.org/resource/Tokio_Hotel,http://el.wikipedia.org/wiki/Tokio_Hotel
Xzibit,http://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Xzibit_2007.jpg/200px-Xzibit_2007.jpg,http://el.dbpedia.org/resource/Xzibit,http://el.wikipedia.org/wiki/Xzibit
Yanni,http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/YanniPressPhoto.jpg/200px-YanniPressPhoto.jpg,http://el.dbpedia.org/resource/Yanni,http://el.wikipedia.org/wiki/Yanni
’βα Γκάρντνερ,http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Ava_Gardner_barefoot_contessa_crop.jpg/200px-Ava_Gardner_barefoot_contessa_crop.jpg,http://el.dbpedia.org/resource/’βα_Γκάρντνερ,http://el.wikipedia.org/wiki/%CE%86%CE%B2%CE%B1_%CE%93%CE%BA%CE%AC%CF%81%CE%BD%CF%84%CE%BD%CE%B5%CF%81
’γγελος Βασιλειάδης,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/200px-Flag_of_Greece.svg.png,http://el.dbpedia.org/resource/’γγελος_Βασιλειάδης,http://el.wikipedia.org/wiki/%CE%86%CE%B3%CE%B3%CE%B5%CE%BB%CE%BF%CF%82_%CE%92%CE%B1%CF%83%CE%B9%CE%BB%CE%B5%CE%B9%CE%AC%CE%B4%CE%B7%CF%82
’γγελος Γέροντας,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Aggelos_Gerontas.JPG/200px-Aggelos_Gerontas.JPG,http://el.dbpedia.org/resource/’γγελος_Γέροντας,http://el.wikipedia.org/wiki/%CE%86%CE%B3%CE%B3%CE%B5%CE%BB%CE%BF%CF%82_%CE%93%CE%AD%CF%81%CE%BF%CE%BD%CF%84%CE%B1%CF%82
